name,alcohol,drugs,weapons,gambling,nudity,sexy,smoking,violence,mask_alcohol,mask_drugs,mask_weapons,mask_gambling,mask_nudity,mask_sexy,mask_smoking,mask_violence
112.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
114.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
116.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
121.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
123.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
124.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
126.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
128.jpeg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
129.png,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
130.jpeg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
132.jpeg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
133.jpeg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
135.jpeg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
136.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
138.jpeg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
140.jpeg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
142.jpeg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
143.jpeg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
144.jpeg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
145.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
146.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
148.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
151.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
152.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
153.png,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
155.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
156.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
158.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
159.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
160.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
162.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
163.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
164.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
166.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
167.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
168.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
169.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
170.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
171.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
172.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
173.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
174.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
175.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
176.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
177.png,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
178.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
179.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
180.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
181.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
183.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
184.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
186.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
188.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
189.png,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
190.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
192.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
193.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
194.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
195.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
196.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
199.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
200.jpg,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
201.jpg,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
205.jpeg,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
206.jpeg,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
210.jpeg,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
211.jpeg,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
212.jpeg,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
213.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
214.jpeg,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
216.jpeg,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
217.jpeg,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
218.jpeg,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
221.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
222.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
223.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
225.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
226.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
227.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
228.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
229.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
230.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
231.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
232.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
234.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
235.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
238.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
241.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
244.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
245.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
246.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
247.jpg,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
248.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
249.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
252.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
255.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
257.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
258.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
259.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
260.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
261.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
262.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
265.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
266.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
267.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
268.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
269.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
270.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
271.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
274.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
275.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
276.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
279.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
280.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
282.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
283.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
285.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
286.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
287.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
288.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
289.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
290.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
291.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
292.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
294.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
296.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
297.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
298.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
299.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
300.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
301.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
304.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
305.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
306.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
307.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
308.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
309.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
310.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
311.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
312.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
313.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
314.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
315.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
316.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
317.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
320.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
322.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
323.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
324.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
325.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
326.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
329.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
330.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
331.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
332.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
333.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
334.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
336.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
338.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
341.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
342.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
343.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
344.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
345.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
348.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
349.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
350.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
352.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
353.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
355.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
357.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
358.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
361.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
362.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
366.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
368.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
369.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
370.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
371.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
372.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
373.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
374.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
375.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
377.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
379.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
381.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
382.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
383.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
384.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
387.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
389.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
390.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
391.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
393.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
394.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
397.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
398.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
400.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
401.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
402.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
403.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
404.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
405.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
408.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
410.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
411.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
412.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
414.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
415.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
416.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
417.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
418.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
419.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
420.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
421.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
423.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
425.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
429.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
430.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
432.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
433.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
434.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
437.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
438.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
440.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
441.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
443.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
444.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
445.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
447.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
448.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
449.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
450.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
451.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
452.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
456.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
457.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
458.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
459.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
460.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
461.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
462.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
465.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
466.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
467.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
468.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
470.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
471.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
472.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
473.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
475.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
476.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
477.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
479.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
482.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
485.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
487.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
488.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
491.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
492.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
493.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
494.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
495.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
496.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
497.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
498.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
499.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
500.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
501.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
502.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
503.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
506.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
507.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
508.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
513.jpg,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
515.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
516.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
517.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
518.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
519.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
522.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
523.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
525.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
526.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
529.png,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
530.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
